1.000000,0.000000,0.000000,1.192778,4.232912,0.627197,4.768144,0.000000,3.505680,1.656777,1.819697
1.000000,0.000000,0.000000,0.944805,4.037166,0.557905,4.289849,0.000000,3.044619,1.491078,1.964216
1.000000,0.000000,0.000000,1.048036,4.358187,0.455975,4.747400,0.000000,3.297112,1.739042,2.018097
1.000000,0.000000,0.000000,0.799370,3.448902,0.290298,3.754953,0.000000,2.623292,1.424206,1.546248
1.000000,0.000000,0.000000,0.955121,4.007217,0.399044,4.396229,0.000000,3.091915,1.599762,1.786304
1.000000,0.000000,0.000000,0.773434,4.048874,0.291372,4.100911,0.000000,2.619574,1.644346,2.201696
1.000000,0.000000,0.000000,0.802952,4.222300,0.454330,4.266888,0.000000,2.833709,1.548729,2.273078
1.000000,0.000000,0.000000,0.892269,2.988473,0.550638,3.328149,0.000000,2.561741,1.159961,1.301081
1.000000,0.000000,0.000000,1.106079,4.126456,0.482625,4.603285,0.000000,3.276305,1.696243,1.821017
1.000000,0.000000,0.000000,0.653858,3.446388,0.385046,3.471496,0.000000,2.361906,1.264390,1.828827
1.000000,0.000000,0.000000,0.878387,3.056422,0.342056,3.487809,0.000000,2.570777,1.330278,1.229121
1.000000,0.000000,0.000000,0.813042,3.724254,0.508642,3.888907,0.000000,2.757378,1.341666,1.850592
1.000000,0.000000,0.000000,1.163220,3.524488,0.422654,4.238632,0.000000,3.185861,1.592083,1.239954
1.000000,0.000000,0.000000,0.825806,4.216275,0.290326,4.333496,0.000000,2.781335,1.713266,2.220452
1.000000,0.000000,0.000000,0.945123,3.228761,0.718279,3.583842,0.000000,2.850183,1.101663,1.390889
1.000000,0.000000,0.000000,1.143047,3.933674,0.664069,4.463420,0.000000,3.379013,1.490710,1.635427
1.000000,0.000000,0.000000,0.621210,4.037144,0.287410,3.899989,0.000000,2.407153,1.528073,2.351696
1.000000,0.000000,0.000000,1.065661,3.788289,0.489741,4.189041,0.000000,2.979999,1.596530,1.747938
1.000000,0.000000,0.000000,0.849769,3.754128,0.167356,4.203610,0.000000,2.894583,1.618493,1.537784
1.000000,0.000000,0.000000,0.975970,3.500173,0.457423,3.907619,0.000000,2.844773,1.446747,1.530240
1.000000,0.000000,0.000000,0.506918,4.225344,0.242562,3.967122,0.000000,2.368439,1.520405,2.533134
1.000000,0.000000,0.000000,1.048353,3.549782,0.616349,4.041392,0.000000,3.102675,1.349627,1.444771
1.000000,0.000000,0.000000,0.797607,4.227378,0.096099,4.462070,0.000000,2.818900,1.825928,2.064344
1.000000,0.000000,0.000000,0.942324,4.256122,0.314214,4.479341,0.000000,2.925464,1.809800,2.177952
1.000000,0.000000,0.000000,1.098085,3.849020,0.579477,4.346116,0.000000,3.229341,1.515694,1.629040
1.000000,0.000000,0.000000,1.101308,3.911872,0.604090,4.415865,0.000000,3.299312,1.505191,1.643135
1.000000,0.000000,0.000000,1.082215,4.227348,0.389869,4.728533,0.000000,3.310357,1.771985,1.830602
1.000000,0.000000,0.000000,0.832587,4.344974,0.296517,4.544961,0.000000,2.993587,1.706369,2.152275
1.000000,0.000000,0.000000,0.779298,3.979889,0.351812,4.098521,0.000000,2.724640,1.536695,2.050278
1.000000,0.000000,0.000000,1.169108,3.179103,0.728087,3.821803,0.000000,3.129862,1.241218,1.119936
1.000000,0.000000,0.000000,0.958430,3.380474,0.447165,3.806784,0.000000,2.803331,1.399596,1.431996
1.000000,0.000000,0.000000,1.037237,3.331295,0.508687,3.833254,0.000000,2.893936,1.393444,1.347255
1.000000,0.000000,0.000000,1.004836,3.495057,0.565581,3.922979,0.000000,2.951833,1.362305,1.493614
1.000000,0.000000,0.000000,0.599760,4.385471,0.064340,4.301583,0.000000,2.546388,1.804850,2.475717
1.000000,0.000000,0.000000,0.556077,4.004516,0.295382,3.776567,0.000000,2.313042,1.485176,2.425103
1.000000,0.000000,0.000000,0.731913,4.080819,0.509129,4.013227,0.000000,2.666440,1.419681,2.305223
1.000000,0.000000,0.000000,1.015844,4.178648,0.503105,4.543511,0.000000,3.211887,1.620126,1.932072
1.000000,0.000000,0.000000,1.024925,3.775469,0.300658,4.357386,0.000000,3.117234,1.653342,1.466545
1.000000,0.000000,0.000000,0.825580,3.748178,0.503499,3.849136,0.000000,2.657708,1.397518,1.975878
1.000000,0.000000,0.000000,0.802260,3.508761,0.357945,3.752735,0.000000,2.620951,1.399593,1.656710
1.000000,0.000000,0.000000,0.776713,3.930949,0.263942,4.018849,0.000000,2.585562,1.642856,2.105382
1.000000,0.000000,0.000000,0.851448,4.148307,0.373871,4.279107,0.000000,2.818425,1.639327,2.169732
1.000000,0.000000,0.000000,0.979194,3.563025,0.482036,3.977369,0.000000,2.914743,1.436244,1.544335
1.000000,0.000000,0.000000,0.931117,2.950415,0.542969,3.377921,0.000000,2.643785,1.170093,1.182911
1.000000,0.000000,0.000000,0.797048,3.756287,0.352307,3.905743,0.000000,2.622960,1.496070,1.916136
1.000000,0.000000,0.000000,0.896286,3.886665,0.491734,4.030830,0.000000,2.752664,1.512455,2.040101
1.000000,0.000000,0.000000,0.840231,3.808018,0.446109,3.952188,0.000000,2.701491,1.469282,1.963659
1.000000,0.000000,0.000000,1.017498,3.865276,0.527166,4.248788,0.000000,3.067595,1.520043,1.754918
1.000000,0.000000,0.000000,0.992282,2.659735,0.774134,3.184776,0.000000,2.784755,0.902929,0.891369
1.000000,0.000000,0.000000,0.862983,3.680191,0.462007,3.900017,0.000000,2.740923,1.419956,1.802477
