1.000000,3.596502,0.000000,1.812189,3.863342,2.294637,0.000000,0.000000,0.000000
1.000000,3.484412,0.000000,1.904510,3.221520,2.181173,0.000000,0.000000,0.000000
1.000000,3.917361,0.000000,2.000204,3.481345,2.468287,0.000000,0.000000,0.000000
1.000000,3.165074,0.000000,1.522427,2.773857,1.945211,0.000000,0.000000,0.000000
1.000000,3.588580,0.000000,1.781125,3.279677,2.241190,0.000000,0.000000,0.000000
1.000000,3.884184,0.000000,2.097239,2.571575,2.396434,0.000000,0.000000,0.000000
1.000000,3.814002,0.000000,2.177903,2.826463,2.364330,0.000000,0.000000,0.000000
1.000000,2.465758,0.000000,1.234344,2.899710,1.529853,0.000000,0.000000,0.000000
1.000000,3.675027,0.000000,1.807320,3.552626,2.326605,0.000000,0.000000,0.000000
1.000000,3.093670,0.000000,1.730692,2.388242,1.881264,0.000000,0.000000,0.000000
1.000000,2.740758,0.000000,1.209416,2.864759,1.693171,0.000000,0.000000,0.000000
1.000000,3.209200,0.000000,1.779208,2.888178,1.983097,0.000000,0.000000,0.000000
1.000000,3.111620,0.000000,1.276188,3.637611,1.976514,0.000000,0.000000,0.000000
1.000000,4.026230,0.000000,2.143922,2.756626,2.498774,0.000000,0.000000,0.000000
1.000000,2.458736,0.000000,1.333642,3.232251,1.536269,0.000000,0.000000,0.000000
1.000000,3.227250,0.000000,1.627397,3.773759,2.052783,0.000000,0.000000,0.000000
1.000000,3.856065,0.000000,2.221338,2.243748,2.356624,0.000000,0.000000,0.000000
1.000000,3.402685,0.000000,1.690262,3.261564,2.152118,0.000000,0.000000,0.000000
1.000000,3.539165,0.000000,1.579805,3.036530,2.182166,0.000000,0.000000,0.000000
1.000000,3.085054,0.000000,1.492853,3.133382,1.932079,0.000000,0.000000,0.000000
1.000000,4.045997,0.000000,2.403431,2.084972,2.455016,0.000000,0.000000,0.000000
1.000000,2.891685,0.000000,1.429336,3.492076,1.823383,0.000000,0.000000,0.000000
1.000000,4.186385,0.000000,2.050607,2.769655,2.585361,0.000000,0.000000,0.000000
1.000000,4.082546,0.000000,2.101132,2.972571,2.550025,0.000000,0.000000,0.000000
1.000000,3.260937,0.000000,1.614128,3.581658,2.065238,0.000000,0.000000,0.000000
1.000000,3.272086,0.000000,1.635798,3.655145,2.072295,0.000000,0.000000,0.000000
1.000000,3.848278,0.000000,1.842070,3.546064,2.427455,0.000000,0.000000,0.000000
1.000000,4.050950,0.000000,2.123555,2.990144,2.510440,0.000000,0.000000,0.000000
1.000000,3.668128,0.000000,1.980800,2.740530,2.263977,0.000000,0.000000,0.000000
1.000000,2.422531,0.000000,1.107925,3.701594,1.551830,0.000000,0.000000,0.000000
1.000000,2.959059,0.000000,1.402797,3.107875,1.848291,0.000000,0.000000,0.000000
1.000000,2.853869,0.000000,1.321638,3.278149,1.797455,0.000000,0.000000,0.000000
1.000000,2.929737,0.000000,1.458755,3.293446,1.840591,0.000000,0.000000,0.000000
1.000000,4.431838,0.000000,2.377012,2.263601,2.692294,0.000000,0.000000,0.000000
1.000000,3.829696,0.000000,2.262196,2.090806,2.318698,0.000000,0.000000,0.000000
1.000000,3.624313,0.000000,2.176945,2.630713,2.235284,0.000000,0.000000,0.000000
1.000000,3.674103,0.000000,1.905469,3.417270,2.310220,0.000000,0.000000,0.000000
1.000000,3.454780,0.000000,1.507543,3.402586,2.164280,0.000000,0.000000,0.000000
1.000000,3.317261,0.000000,1.868612,2.760183,2.057523,0.000000,0.000000,0.000000
1.000000,3.173805,0.000000,1.607803,2.760796,1.954719,0.000000,0.000000,0.000000
1.000000,3.804492,0.000000,2.001343,2.554689,2.340153,0.000000,0.000000,0.000000
1.000000,3.859764,0.000000,2.088154,2.843204,2.400227,0.000000,0.000000,0.000000
1.000000,3.096204,0.000000,1.514523,3.206868,1.939137,0.000000,0.000000,0.000000
1.000000,2.412191,0.000000,1.140567,3.031384,1.500833,0.000000,0.000000,0.000000
1.000000,3.474996,0.000000,1.839004,2.686665,2.146561,0.000000,0.000000,0.000000
1.000000,3.504531,0.000000,1.933277,2.869387,2.189019,0.000000,0.000000,0.000000
1.000000,3.434524,0.000000,1.873292,2.798750,2.131802,0.000000,0.000000,0.000000
1.000000,3.359342,0.000000,1.716305,3.331368,2.113770,0.000000,0.000000,0.000000
1.000000,1.793581,0.000000,0.862189,3.345626,1.123711,0.000000,0.000000,0.000000
1.000000,3.259327,0.000000,1.732147,2.898388,2.023749,0.000000,0.000000,0.000000
