0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,3.195493,0.058431517,0.0,0.0,2.5666149,5.097694000000001,4.7560377,4.7012515,0.0,0.0,0.0,0.0,0.5038737,3.9779440000000004,0.009982565,3.3419487,0.0,0.0,0.0,0.024592108999999997,0.0,0.0,1.3357581,4.2273616999999994,0.0,0.0
0,3.3351773999999996,1.2416025,0.0,0.5828491,0.10213913,3.8819292,1.7617161,4.0253854,0.0,0.0,0.0,0.0,1.5229057,1.5045751,1.4498124,4.267311599999999,0.0,0.0,0.94849527,0.19652292,0.0,2.7965715,0.793148,2.6621113,2.4656862999999998,0.0
0,3.3563972,0.79092693,0.0,0.0,2.7904027,5.5018096,5.6910377,5.312526999999999,0.0,0.0,0.08155997,0.0,1.019725,4.356383,0.0,4.192929,0.0,0.0,0.0,0.0,0.0,0.0,1.4415041000000002,4.7325835,0.08611483,0.0
0,3.3703741999999997,1.281783,0.0,0.86104167,0.0,3.7835726999999997,1.436333,3.9519384,0.0,0.0,0.0,0.0,1.6394422,1.3145815,1.5066738000000002,4.2992644,0.0,0.0,0.98918945,0.16936707,0.022013783,3.0169911,0.72055894,2.5132701,2.6391761000000002,0.0
0,3.3977568,1.2384218999999999,0.0,0.69236827,0.028347924,3.9003956,1.6573697,4.038728,0.0,0.0,0.0,0.0,1.5930976000000001,1.446608,1.4921188,4.321483,0.0,0.0,0.97018886,0.18573493,0.0,2.918146,0.77185035,2.623068,2.559787,0.0
0,3.4119074,0.28786403,0.0,0.0,2.997277,5.570435,5.6648517,5.1521125,0.0,0.0,0.0,0.0,0.7139734000000001,4.4982495,0.0,3.7336261,0.0,0.0,0.0,0.0,0.0,0.0,1.4662651000000002,4.665796,0.0,0.0
0,3.5299037,1.5024575,0.0,0.6953170999999999,0.026178378999999998,4.0803814,1.8798066000000002,4.295735,0.0,0.0,0.0,0.0,1.782329,1.5272541000000002,1.5709658000000002,4.6819167,0.0,0.0,1.0380426999999999,0.16518092,0.0,3.1753428,0.80958915,2.7936726000000003,2.785118,0.0
0,3.5355475,1.1626406,0.0,0.79612577,0.0,4.0245967,1.5475618,4.1420665,0.0,0.0,0.0,0.0,1.601799,1.4590450000000001,1.5688322000000001,4.387743,0.0,0.0,0.9981865,0.21484536,0.0,2.995034,0.7985653,2.6481175,2.6209943,0.0
0,3.584161,0.14394112,0.0,0.0,2.868436,5.679922,5.391669,5.2230300000000005,0.0,0.0,0.0,0.0,0.62415516,4.4303885,0.0,3.7447171000000004,0.0,0.0,0.0,0.003146924,0.0,0.0,1.4834975000000001,4.6786137000000005,0.0,0.0
0,3.5854027000000004,1.5240576000000001,0.0,0.52808297,0.18402907,4.230386,2.1598724999999996,4.4282885,0.0,0.0,0.0,0.0,1.7067778000000002,1.7107875,1.5265806,4.7262278,0.0,0.0,1.0184791,0.18668628,0.0,3.019308,0.88319844,2.9668887,2.6721337000000003,0.0
0,3.5974958,0.28123498,0.0,0.0,2.9355555,5.7750783,5.6003932999999995,5.3751674000000005,0.0,0.0,0.0,0.0,0.7168609,4.542185,0.0,3.9229674,0.0,0.0,0.0,0.0,0.0,0.0,1.5135014999999998,4.812129,0.0,0.0
0,3.5974958,0.28123498,0.0,0.0,2.9355555,5.7750783,5.6003932999999995,5.3751674000000005,0.0,0.0,0.0,0.0,0.7168609,4.542185,0.0,3.9229674,0.0,0.0,0.0,0.0,0.0,0.0,1.5135014999999998,4.812129,0.0,0.0
0,3.599564,0.048836958,0.0,0.0,3.2019822999999996,5.8190475,5.861103,5.248704,0.0,0.0,0.0,0.0,0.59556866,4.7207446,0.0,3.6341422,0.0,0.0,0.0,0.0,0.0,0.0,1.544468,4.7727002999999995,0.0,0.0
0,3.6332312000000004,1.4948176000000002,0.0,0.69099474,0.049421567,4.2192974,1.9333744,4.431494,0.0,0.0,0.0,0.0,1.7838538000000002,1.6041546999999998,1.6182544,4.7796683,0.0,0.0,1.0579557,0.19013935,0.0,3.20498,0.8559328000000002,2.8848990000000003,2.8142576,0.0
0,3.6979294,1.587117,0.0,0.86240184,0.0,4.180051000000001,1.8522947,4.378320700000001,0.0,0.0,0.0,0.0,1.9285165000000002,1.4910457000000001,1.5957841999999998,4.8419620000000005,0.0,0.0,1.0695214,0.12538046,0.022917986,3.3569472,0.78438336,2.8054676,2.9351418,0.0
0,3.7703288,0.73759574,0.0,0.0,3.2817905,6.258573999999999,6.5244393,5.987612,0.0,0.0,0.083492115,0.0,1.0537645,5.052504,0.0,4.5800985999999995,0.0,0.0,0.0,0.0,0.0,0.0,1.6802667000000002,5.3390455,0.0,0.0
0,3.7788255,0.60158074,0.0,0.0,3.043845,6.0614347,6.053454,5.7264013,0.0,0.0,0.0,0.0,0.95712686,4.746474299999999,0.0,4.365868,0.0,0.0,0.0006183721,0.0,0.0,0.0,1.5661525,5.100431400000001,0.0,0.0
0,3.7794566,1.4798058,0.0,0.79899997,0.010046914,4.3294196,1.8962758000000002,4.5066432999999995,0.0,0.0,0.0,0.0,1.8589447000000001,1.5974448,1.6529927,4.872824,0.0,0.0,1.0770069,0.1780476,0.0,3.3114998,0.85202783,2.8984027,2.8986454,0.0
0,3.7864248999999996,1.3239316,0.0,0.46302217,0.33016896,4.4826239999999995,2.293001,4.560506299999999,0.0,0.0,0.0,0.0,1.5667621,1.8976165,1.4913722,4.6764297,0.0,0.0,0.9813511,0.22990802,0.0,2.7953596000000003,0.96370476,3.1072125,2.4939654,0.0
0,3.8047516000000003,1.2425725,0.0,0.73271954,0.07392885,4.412426,1.8221986000000001,4.543439,0.0,0.0,0.0,0.0,1.6576060000000001,1.6936513,1.6817814999999998,4.728408,0.0,0.0,1.056394,0.2618438,0.0,3.1092267000000002,0.9245028000000001,2.9393291,2.7321362000000002,0.0
